"ID: 1128236
				Tipo: Sem⧯ros
				Categor Semex
				Caractericas: 
				Empresa: 
				V Secundaria
				Colonia: MIGUEL HIDALGO 1A SECC
				Delegaci󮺠TLALPAN", "-99.1945945161872,19.280101706349,0"
"ID: 1128237
				Tipo: Sem⧯ros
				Categor Semex
				Caractericas: 
				Empresa: 
				V Secundaria
				Colonia: LA FAMA
				Delegaci󮺠TLALPAN", "-99.1790250841381,19.2900541810218,0"
"ID: 1128238
				Tipo: Sem⧯ros
				Categor Semex
				Caractericas: 
				Empresa: 
				V Secundaria
				Colonia: PEDREGAL SAN NICOLAS 1A SECC
				Delegaci󮺠TLALPAN", "-99.2379108525101,19.2921231708183,0"
"ID: 1128239
				Tipo: Sem⧯ros
				Categor Semex
				Caractericas: 
				Empresa: 
				V Secundaria
				Colonia: PEDREGAL SAN NICOLAS 1A SECC
				Delegaci󮺠TLALPAN", "-99.2359302501259,19.2924360653988,0"
"ID: 1128240
				Tipo: Sem⧯ros
				Categor Semex
				Caractericas: 
				Empresa: 
				V Secundaria
				Colonia: SAN N TOTOLOAPAN
				Delegaci󮺠TLALPAN", "-99.2318723332868,19.2953790594105,0"
"ID: 1128243
				Tipo: Sem⧯ros
				Categor Semex
				Caractericas: 
				Empresa: 
				V Secundaria
				Colonia: FUENTES DE TEPEPAN
				Delegaci󮺠TLALPAN", "-99.155581599673,19.2708095239491,0"
"ID: 1128244
				Tipo: Sem⧯ros
				Categor Semex
				Caractericas: 
				Empresa: 
				V Secundaria
				Colonia: FUENTES DE TEPEPAN
				Delegaci󮺠TLALPAN", "-99.1555500366243,19.2707125565749,0"
"ID: 1128245
				Tipo: Sem⧯ros
				Categor Semex
				Caractericas: 
				Empresa: 
				V Secundaria
				Colonia: EJIDOS DE SN PEDRO MARTIR
				Delegaci󮺠TLALPAN", "-99.1557025330818,19.2707712441291,0"
"ID: 1128246
				Tipo: Sem⧯ros
				Categor Semex
				Caractericas: 
				Empresa: 
				V Secundaria
				Colonia: EJIDOS DE SN PEDRO MARTIR
				Delegaci󮺠TLALPAN", "-99.1556745731329,19.2708344470458,0"
"ID: 1128247
				Tipo: Sem⧯ros
				Categor Semex
				Caractericas: 
				Empresa: 
				V Secundaria
				Colonia: FUENTES DE TEPEPAN
				Delegaci󮺠TLALPAN", "-99.1554363952668,19.271235772682,0"
"ID: 1128248
				Tipo: Sem⧯ros
				Categor Semex
				Caractericas: 
				Empresa: 
				V Secundaria
				Colonia: FUENTES DE TEPEPAN
				Delegaci󮺠TLALPAN", "-99.1554560466856,19.2711959697921,0"
"ID: 1128249
				Tipo: Sem⧯ros
				Categor Semex
				Caractericas: 
				Empresa: 
				V Secundaria
				Colonia: EJIDOS DE SN PEDRO MARTIR
				Delegaci󮺠TLALPAN", "-99.1555833192106,19.2712051035476,0"
"ID: 1128250
				Tipo: Sem⧯ros
				Categor Semex
				Caractericas: 
				Empresa: 
				V Secundaria
				Colonia: EJIDOS DE SN PEDRO MARTIR
				Delegaci󮺠TLALPAN", "-99.1555280186815,19.2712854818319,0"
"ID: 1128251
				Tipo: Sem⧯ros
				Categor Semex
				Caractericas: 
				Empresa: 
				V Secundaria
				Colonia: LOS VOLCANES
				Delegaci󮺠TLALPAN", "-99.1719746407082,19.2716322399815,0"
"ID: 1128252
				Tipo: Sem⧯ros
				Categor Semex
				Caractericas: 
				Empresa: 
				V Secundaria
				Colonia: PEDREGAL LAS AGUILAS
				Delegaci󮺠TLALPAN", "-99.174010644363,19.2711970490195,0"
"ID: 1128253
				Tipo: Sem⧯ros
				Categor Semex
				Caractericas: 
				Empresa: 
				V Secundaria
				Colonia: PEDREGAL LAS AGUILAS
				Delegaci󮺠TLALPAN", "-99.1735388656975,19.2722237854987,0"
"ID: 1128254
				Tipo: Sem⧯ros
				Categor Semex
				Caractericas: 
				Empresa: 
				V Secundaria
				Colonia: SAN PEDRO MARTIR
				Delegaci󮺠TLALPAN", "-99.1671038913831,19.2651574782464,0"
"ID: 1128255
				Tipo: Sem⧯ros
				Categor Semex
				Caractericas: 
				Empresa: 
				V Secundaria
				Colonia: SAN PEDRO MARTIR
				Delegaci󮺠TLALPAN", "-99.1686928863292,19.265933295955,0"
"ID: 1128256
				Tipo: Sem⧯ros
				Categor Semex
				Caractericas: 
				Empresa: 
				V Secundaria
				Colonia: SAN PEDRO MARTIR
				Delegaci󮺠TLALPAN", "-99.168762193655,19.2658028806113,0"
"ID: 1128257
				Tipo: Sem⧯ros
				Categor Semex
				Caractericas: 
				Empresa: 
				V Secundaria
				Colonia: CHIMALCOYOTL
				Delegaci󮺠TLALPAN", "-99.1680093497667,19.274011179309,0"
"ID: 1128258
				Tipo: Sem⧯ros
				Categor Semex
				Caractericas: 
				Empresa: 
				V Secundaria
				Colonia: TLALCOLIGIA
				Delegaci󮺠TLALPAN", "-99.1681978872646,19.2739032731555,0"
"ID: 1128259
				Tipo: Sem⧯ros
				Categor Semex
				Caractericas: 
				Empresa: 
				V Secundaria
				Colonia: TORIELLO GUERRA
				Delegaci󮺠TLALPAN", "-99.1640235571399,19.293519597256,0"
"ID: 1128260
				Tipo: Sem⧯ros
				Categor Semex
				Caractericas: 
				Empresa: 
				V Secundaria
				Colonia: TORIELLO GUERRA
				Delegaci󮺠TLALPAN", "-99.1626567638839,19.2942115320293,0"
"ID: 1128261
				Tipo: Sem⧯ros
				Categor Semex
				Caractericas: 
				Empresa: 
				V Secundaria
				Colonia: EX EJIDO DE HUIPULCO
				Delegaci󮺠TLALPAN", "-99.1472088206448,19.2894044625037,0"
"ID: 1128262
				Tipo: Sem⧯ros
				Categor Semex
				Caractericas: 
				Empresa: 
				V Secundaria
				Colonia: MISIONES TLALPAN
				Delegaci󮺠TLALPAN", "-99.1398157966378,19.2903399689025,0"
"ID: 1128263
				Tipo: Sem⧯ros
				Categor Semex
				Caractericas: 
				Empresa: 
				V Secundaria
				Colonia: ARBOLEDAS  DEL SUR
				Delegaci󮺠TLALPAN", "-99.1394680053551,19.290202196141,0"
"ID: 1128264
				Tipo: Sem⧯ros
				Categor Semex
				Caractericas: 
				Empresa: 
				V Secundaria
				Colonia: RANCHO LOS COLORINES
				Delegaci󮺠TLALPAN", "-99.1395202957966,19.2900517947114,0"
"ID: 1128265
				Tipo: Sem⧯ros
				Categor Semex
				Caractericas: 
				Empresa: 
				V Secundaria
				Colonia: EX EJIDO DE HUIPULCO
				Delegaci󮺠TLALPAN", "-99.1399260952919,19.2872937453895,0"
"ID: 1128266
				Tipo: Sem⧯ros
				Categor Semex
				Caractericas: 
				Empresa: 
				V Secundaria
				Colonia: ARENAL DE GUADALUPE
				Delegaci󮺠TLALPAN", "-99.1474465491396,19.2891247334656,0"
"ID: 1128267
				Tipo: Sem⧯ros
				Categor Semex
				Caractericas: 
				Empresa: 
				V Secundaria
				Colonia: COLINAS DEL AJUSCO
				Delegaci󮺠TLALPAN", "-99.2180983596771,19.2879668031362,0"
"ID: 1128205
				Tipo: Sem⧯ros
				Categor Semex
				Caractericas: 
				Empresa: 
				V Secundaria
				Colonia: ZONA RUSTICA
				Delegaci󮺠TLALPAN", "-99.2407939264769,19.2701241855139,0"
"ID: 1128206
				Tipo: Sem⧯ros
				Categor Semex
				Caractericas: 
				Empresa: 
				V Secundaria
				Colonia: BOSQUES DEL PEDREGAL
				Delegaci󮺠TLALPAN", "-99.2414024256873,19.2704561348262,0"
"ID: 1128207
				Tipo: Sem⧯ros
				Categor Semex
				Caractericas: 
				Empresa: 
				V Secundaria
				Colonia: BOSQUES DEL PEDREGAL
				Delegaci󮺠TLALPAN", "-99.240849161616,19.2705198446622,0"
"ID: 1128208
				Tipo: Sem⧯ros
				Categor Semex
				Caractericas: 
				Empresa: 
				V Secundaria
				Colonia: BOSQUES DEL PEDREGAL
				Delegaci󮺠TLALPAN", "-99.2409957272586,19.2703213049204,0"
"ID: 1128209
				Tipo: Sem⧯ros
				Categor Semex
				Caractericas: 
				Empresa: 
				V Secundaria
				Colonia: BOSQUES DEL PEDREGAL
				Delegaci󮺠TLALPAN", "-99.2408521136586,19.2704125777897,0"
"ID: 1128211
				Tipo: Sem⧯ros
				Categor Semex
				Caractericas: 
				Empresa: 
				V Secundaria
				Colonia: PEDREGAL SAN NICOLAS 1A SECC
				Delegaci󮺠TLALPAN", "-99.2377918282447,19.2922796235785,0"
"ID: 1128213
				Tipo: Sem⧯ros
				Categor Semex
				Caractericas: 
				Empresa: 
				V Secundaria
				Colonia: PEDREGAL SAN NICOLAS 1A SECC
				Delegaci󮺠TLALPAN", "-99.236032919856,19.2924285153174,0"
"ID: 1128214
				Tipo: Sem⧯ros
				Categor Semex
				Caractericas: 
				Empresa: 
				V Secundaria
				Colonia: SAN N TOTOLOAPAN
				Delegaci󮺠TLALPAN", "-99.2318746634701,19.2953937639118,0"
"ID: 1175118
				Tipo: Sem⧯ros
				Categor Semex
				Caractericas: 
				Empresa: 
				V Secundaria
				Colonia: MERCED BALBUENA
				Delegaci󮺠VENUSTIANO CARRANZA", "-99.1224543699333,19.4180933686724,0"
"ID: 1388958
				Tipo: Sem⧯ros
				Categor Semex
				Caractericas: 
				Empresa: 
				V Primaria
				Colonia: ATZACOALCO
				Delegaci󮺠GUSTAVO A MADERO", "-99.0994107176631,19.4931625241214,0"
"ID: 1375626
				Tipo: Sem⧯ros
				Categor Semex
				Caractericas: 
				Empresa: 
				V Primaria
				Colonia: GENERAL PEDRO MA ANAYA
				Delegaci󮺠BENITO JUAREZ", "-99.1545069174423,19.3616727293217,0"
"ID: 1370679
				Tipo: Sem⧯ros
				Categor Semex
				Caractericas: 
				Empresa: 
				V Primaria
				Colonia: MORELOS
				Delegaci󮺠CUAUHTEMOC", "-99.127230692588,19.4429573403309,0"
"ID: 1389003
				Tipo: Sem⧯ros
				Categor Semex
				Caractericas: 
				Empresa: 
				V Primaria
				Colonia: ATZACOALCO
				Delegaci󮺠GUSTAVO A MADERO", "-99.0982008340099,19.495070649489,0"
"ID: 1375690
				Tipo: Sem⧯ros
				Categor Semex
				Caractericas: 
				Empresa: 
				V Primaria
				Colonia: PORTALES SUR
				Delegaci󮺠BENITO JUAREZ", "-99.1541477427031,19.3618612187216,0"
"ID: 1175101
				Tipo: Sem⧯ros
				Categor Semex
				Caractericas: 
				Empresa: 
				V Secundaria
				Colonia: NICOLAS BRAVO
				Delegaci󮺠VENUSTIANO CARRANZA", "-99.1220745239732,19.4535595325838,0"
"ID: 1175102
				Tipo: Sem⧯ros
				Categor Semex
				Caractericas: 
				Empresa: 
				V Secundaria
				Colonia: NICOLAS BRAVO
				Delegaci󮺠VENUSTIANO CARRANZA", "-99.1221003640053,19.4537825867067,0"
"ID: 1175103
				Tipo: Sem⧯ros
				Categor Semex
				Caractericas: 
				Empresa: 
				V Secundaria
				Colonia: NICOLAS BRAVO
				Delegaci󮺠VENUSTIANO CARRANZA", "-99.1230206728596,19.4537330507384,0"
"ID: 1175104
				Tipo: Sem⧯ros
				Categor Semex
				Caractericas: 
				Empresa: 
				V Secundaria
				Colonia: NICOLAS BRAVO
				Delegaci󮺠VENUSTIANO CARRANZA", "-99.1224351500066,19.4558351070985,0"
"ID: 1175090
				Tipo: Sem⧯ros
				Categor Semex
				Caractericas: 
				Empresa: 
				V Secundaria
				Colonia: FEDERAL
				Delegaci󮺠VENUSTIANO CARRANZA", "-99.085878167977,19.4201792791878,0"
"ID: 1175091
				Tipo: Sem⧯ros
				Categor Semex
				Caractericas: 
				Empresa: 
				V Secundaria
				Colonia: MOCTEZUMA 2A. SECCION
				Delegaci󮺠VENUSTIANO CARRANZA", "-99.1019509630211,19.4299607234529,0"
"ID: 1175092
				Tipo: Sem⧯ros
				Categor Semex
				Caractericas: 
				Empresa: 
				V Secundaria
				Colonia: MOCTEZUMA 2A. SECCION
				Delegaci󮺠VENUSTIANO CARRANZA", "-99.1013443126728,19.4299483281377,0"
"ID: 1175093
				Tipo: Sem⧯ros
				Categor Semex
				Caractericas: 
				Empresa: 
				V Secundaria
				Colonia: EMILIO CARRANZA
				Delegaci󮺠VENUSTIANO CARRANZA", "-99.1192072978347,19.4506472498099,0"
"ID: 1175094
				Tipo: Sem⧯ros
				Categor Semex
				Caractericas: 
				Empresa: 
				V Secundaria
				Colonia: ZONA CENTRO
				Delegaci󮺠VENUSTIANO CARRANZA", "-99.1214116680274,19.4352835654644,0"
"ID: 1175095
				Tipo: Sem⧯ros
				Categor Semex
				Caractericas: 
				Empresa: 
				V Secundaria
				Colonia: ZONA CENTRO
				Delegaci󮺠VENUSTIANO CARRANZA", "-99.1214142391109,19.4352076516372,0"
"ID: 1175096
				Tipo: Sem⧯ros
				Categor Semex
				Caractericas: 
				Empresa: 
				V Secundaria
				Colonia: ZONA CENTRO
				Delegaci󮺠VENUSTIANO CARRANZA", "-99.1201447359192,19.432041034695,0"
"ID: 1175097
				Tipo: Sem⧯ros
				Categor Semex
				Caractericas: 
				Empresa: 
				V Secundaria
				Colonia: 7 DE JULIO
				Delegaci󮺠VENUSTIANO CARRANZA", "-99.109455017993,19.4318097477686,0"
"ID: 1175098
				Tipo: Sem⧯ros
				Categor Semex
				Caractericas: 
				Empresa: 
				V Secundaria
				Colonia: MOCTEZUMA 1A SECCION
				Delegaci󮺠VENUSTIANO CARRANZA", "-99.1093446826473,19.4318361002624,0"
"ID: 1175099
				Tipo: Sem⧯ros
				Categor Semex
				Caractericas: 
				Empresa: 
				V Secundaria
				Colonia: MOCTEZUMA 1A SECCION
				Delegaci󮺠VENUSTIANO CARRANZA", "-99.1094741919227,19.4311940545689,0"
"ID: 1175100
				Tipo: Sem⧯ros
				Categor Semex
				Caractericas: 
				Empresa: 
				V Secundaria
				Colonia: 7 DE JULIO
				Delegaci󮺠VENUSTIANO CARRANZA", "-99.1095628235363,19.4312166614483,0"
"ID: 1175105
				Tipo: Sem⧯ros
				Categor Semex
				Caractericas: 
				Empresa: 
				V Secundaria
				Colonia: ZONA CENTRO
				Delegaci󮺠VENUSTIANO CARRANZA", "-99.1213202762297,19.439415887671,0"
"ID: 1175106
				Tipo: Sem⧯ros
				Categor Semex
				Caractericas: 
				Empresa: 
				V Secundaria
				Colonia: NICOLAS BRAVO
				Delegaci󮺠VENUSTIANO CARRANZA", "-99.1221675490535,19.4529969214178,0"
"ID: 1175107
				Tipo: Sem⧯ros
				Categor Semex
				Caractericas: 
				Empresa: 
				V Secundaria
				Colonia: MORELOS
				Delegaci󮺠VENUSTIANO CARRANZA", "-99.1238257636275,19.4505756404048,0"
"ID: 1175108
				Tipo: Sem⧯ros
				Categor Semex
				Caractericas: 
				Empresa: 
				V Secundaria
				Colonia: MORELOS
				Delegaci󮺠VENUSTIANO CARRANZA", "-99.1203787285862,19.4468681494703,0"
"ID: 1175109
				Tipo: Sem⧯ros
				Categor Semex
				Caractericas: 
				Empresa: 
				V Secundaria
				Colonia: MORELOS
				Delegaci󮺠VENUSTIANO CARRANZA", "-99.1202948914295,19.4468605547355,0"
"ID: 1175110
				Tipo: Sem⧯ros
				Categor Semex
				Caractericas: 
				Empresa: 
				V Secundaria
				Colonia: MORELOS
				Delegaci󮺠VENUSTIANO CARRANZA", "-99.1226233290175,19.4472117596497,0"
"ID: 1175111
				Tipo: Sem⧯ros
				Categor Semex
				Caractericas: 
				Empresa: 
				V Secundaria
				Colonia: MORELOS
				Delegaci󮺠VENUSTIANO CARRANZA", "-99.1211085186995,19.4412592738398,0"
"ID: 1175112
				Tipo: Sem⧯ros
				Categor Semex
				Caractericas: 
				Empresa: 
				V Secundaria
				Colonia: ZONA CENTRO
				Delegaci󮺠VENUSTIANO CARRANZA", "-99.1213573486931,19.4385516569529,0"
"ID: 1175113
				Tipo: Sem⧯ros
				Categor Semex
				Caractericas: 
				Empresa: 
				V Secundaria
				Colonia: LORENZO BOTURINI
				Delegaci󮺠VENUSTIANO CARRANZA", "-99.125054208232,19.4182763553922,0"
"ID: 1175114
				Tipo: Sem⧯ros
				Categor Semex
				Caractericas: 
				Empresa: 
				V Secundaria
				Colonia: LORENZO BOTURINI
				Delegaci󮺠VENUSTIANO CARRANZA", "-99.1244205632625,19.4181676036868,0"
"ID: 1175115
				Tipo: Sem⧯ros
				Categor Semex
				Caractericas: 
				Empresa: 
				V Secundaria
				Colonia: LORENZO BOTURINI
				Delegaci󮺠VENUSTIANO CARRANZA", "-99.1234215105473,19.4180429320902,0"
"ID: 1175116
				Tipo: Sem⧯ros
				Categor Semex
				Caractericas: 
				Empresa: 
				V Secundaria
				Colonia: MERCED BALBUENA
				Delegaci󮺠VENUSTIANO CARRANZA", "-99.1235927090271,19.4182151281792,0"
"ID: 1377247
				Tipo: Sem⧯ros
				Categor Semex
				Caractericas: 
				Empresa: 
				V Primaria
				Colonia: PRADO CHURUBUSCO
				Delegaci󮺠COYOACAN", "-99.127449611124,19.3581254083984,0"
"ID: 1374837
				Tipo: Sem⧯ros
				Categor Semex
				Caractericas: 
				Empresa: 
				V Primaria
				Colonia: TLATILCO
				Delegaci󮺠AZCAPOTZALCO", "-99.1645702693227,19.4598287288633,0"
"ID: 1374849
				Tipo: Sem⧯ros
				Categor Semex
				Caractericas: 
				Empresa: 
				V Primaria
				Colonia: TLATILCO
				Delegaci󮺠AZCAPOTZALCO", "-99.1641022012333,19.4599551097698,0"
"ID: 1374862
				Tipo: Sem⧯ros
				Categor Semex
				Caractericas: 
				Empresa: 
				V Primaria
				Colonia: TLATILCO
				Delegaci󮺠AZCAPOTZALCO", "-99.1640970022099,19.4597767840634,0"
"ID: 1377606
				Tipo: Sem⧯ros
				Categor Semex
				Caractericas: 
				Empresa: 
				V Primaria
				Colonia: MORELOS
				Delegaci󮺠CUAUHTEMOC", "-99.1275989832334,19.4524853852808,0"
"ID: 1377609
				Tipo: Sem⧯ros
				Categor Semex
				Caractericas: 
				Empresa: 
				V Primaria
				Colonia: FELIPE PESCADOR
				Delegaci󮺠CUAUHTEMOC", "-99.1277789296223,19.4527360283822,0"
"ID: 1388944
				Tipo: Sem⧯ros
				Categor Semex
				Caractericas: 
				Empresa: 
				V Primaria
				Colonia: ATZACOALCO
				Delegaci󮺠GUSTAVO A MADERO", "-99.0993020832533,19.4930701835822,0"
"ID: 1175085
				Tipo: Sem⧯ros
				Categor Semex
				Caractericas: 
				Empresa: 
				V Secundaria
				Colonia: ARENAL 4A. SECCION
				Delegaci󮺠VENUSTIANO CARRANZA", "-99.0589945825594,19.4321309084086,0"
"ID: 1175086
				Tipo: Sem⧯ros
				Categor Semex
				Caractericas: 
				Empresa: 
				V Secundaria
				Colonia: ARENAL 2A. SECCION
				Delegaci󮺠VENUSTIANO CARRANZA", "-99.0570535967516,19.4243121806192,0"
"ID: 1175087
				Tipo: Sem⧯ros
				Categor Semex
				Caractericas: 
				Empresa: 
				V Secundaria
				Colonia: ARENAL PUERTO AEREO
				Delegaci󮺠VENUSTIANO CARRANZA", "-99.0570805160778,19.4241309287841,0"
"ID: 1175088
				Tipo: Sem⧯ros
				Categor Semex
				Caractericas: 
				Empresa: 
				V Secundaria
				Colonia: ARENAL 2A. SECCION
				Delegaci󮺠VENUSTIANO CARRANZA", "-99.0569456263213,19.4241975294356,0"
"ID: 1175089
				Tipo: Sem⧯ros
				Categor Semex
				Caractericas: 
				Empresa: 
				V Secundaria
				Colonia: PEҏN DE LOS BAҏS
				Delegaci󮺠VENUSTIANO CARRANZA", "-99.0802760688041,19.4391979125081,0"
"ID: 1175117
				Tipo: Sem⧯ros
				Categor Semex
				Caractericas: 
				Empresa: 
				V Secundaria
				Colonia: LORENZO BOTURINI
				Delegaci󮺠VENUSTIANO CARRANZA", "-99.1225045354525,19.4179054975411,0"
"ID: 1175119
				Tipo: Sem⧯ros
				Categor Semex
				Caractericas: 
				Empresa: 
				V Secundaria
				Colonia: MERCED BALBUENA
				Delegaci󮺠VENUSTIANO CARRANZA", "-99.1220177572533,19.4179807548158,0"
"ID: 1175120
				Tipo: Sem⧯ros
				Categor Semex
				Caractericas: 
				Empresa: 
				V Secundaria
				Colonia: LORENZO BOTURINI
				Delegaci󮺠VENUSTIANO CARRANZA", "-99.1220939283302,19.4178472672929,0"
"ID: 1175121
				Tipo: Sem⧯ros
				Categor Semex
				Caractericas: 
				Empresa: 
				V Secundaria
				Colonia: MERCED BALBUENA
				Delegaci󮺠VENUSTIANO CARRANZA", "-99.1216775796807,19.4179180382631,0"
"ID: 1175122
				Tipo: Sem⧯ros
				Categor Semex
				Caractericas: 
				Empresa: 
				V Secundaria
				Colonia: LORENZO BOTURINI
				Delegaci󮺠VENUSTIANO CARRANZA", "-99.1222373059316,19.4171033803676,0"
"ID: 1175123
				Tipo: Sem⧯ros
				Categor Semex
				Caractericas: 
				Empresa: 
				V Secundaria
				Colonia: LORENZO BOTURINI
				Delegaci󮺠VENUSTIANO CARRANZA", "-99.1217956717619,19.4169457708031,0"
"ID: 1175124
				Tipo: Sem⧯ros
				Categor Semex
				Caractericas: 
				Empresa: 
				V Secundaria
				Colonia: FELIPE ANGELES
				Delegaci󮺠VENUSTIANO CARRANZA", "-99.1124476314026,19.4531461548968,0"
